rating,roaster,title,blind_assessment,notes,bottom_line,roaster_location,coffee_origin,roast_level,est_price,review_date,aroma,acidity,body,flavor,aftertaste,url,with_milk,agtron_external,agtron_ground,is_espresso,quantity_value,quantity_unit,price_value,price_currency,price_usd,cpi,date,price_usd_adj,quantity_in_lbs,price_usd_adj_per_lb
93.0,JBC Coffee Roasters,Norte Peru,"Chocolaty, sweetly nut-toned. Dark chocolate, hazelnut butter, Bing cherry, cedar, red grape in aroma and cup. Sweet in structure with gentle balance; creamy-smooth mouthfeel. The resonant finish leads with notes of dark chocolate and hazelnut with undertones of cherry.","Produced by smallholding farmers of Lima Coffees, from trees of the Catimor, Caturra, Bourbon and Typica varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Certified USDA Organic and Fair Trade. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information",Rich dark chocolate and sweet-tart stone fruit are equal impulses in this confident and deep-toned Peru.,"Madison, Wisconsin","Jaén Province, Cajamarca Region, Peru",Medium-Light,$18.00/12 ounces,2023-03-01,9.0,8.0,9.0,9.0,8.0,https://www.coffeereview.com/review/norte-peru-2/,,58.0,78.0,False,12.0,ounces,18.0,USD,18.0,301.836,2023-03-01,18.74,0.75,24.99
92.0,Pinup Coffee Co.,Brazil Vila Boa Anaerobic Natural,"Fruity, sweetly tart. Fruit Loops, pomegranate juice, cashew, lemon verbena, cedar in aroma and cup. Brisk acidity; velvety-smooth mouthfeel. Quietly fruit-forward, crisply nutty finish.","Produced by Monica Borges de Sousa of Fazenda Vila Boa, entirely of the Yellow Bourbon variety of Arabica, and processed by the anaerobic natural method, in which the whole fruit is fermented in an oxygen-free environment before drying. Rainforest Alliance-certified. Virginia-based specialty roaster Pinup Coffee Co. focuses on affordable, accessible and carefully roasted coffees from all over the world. Visit www.pinupcoffeeco.com for more information.","A subtle anaerobic natural Brazil with complex fruit, richly sweet nut tones and delicate herb notes throughout.","Virginia Beach, Virginia","Carmo de Mata, Campo das Vertentes, Minas Gerais, Brazil",Medium-Light,$16.50/12 ounces,2023-09-01,9.0,8.0,8.0,9.0,8.0,https://www.coffeereview.com/review/brazil-vila-boa-anaerobic-natural/,,52.0,70.0,False,12.0,ounces,16.5,USD,16.5,307.789,2023-09-01,16.84,0.75,22.45
93.0,Paradise Roasters,Espresso Classico,"Serenely balanced yet powerfully complete. Low-key, roundly rich in the small cup, with dry fruit and bittersweet chocolate notes. Masters milk with crisp, quiet assurance: fresh leather, milk chocolate, dry fruit.",Paradise Roasters prides itself on roasting and shipping coffee only after orders are placed. Its metaphoric mission is to bring some paradisiacal warmth from the coffee-growing south to the cool environs of Minnesota. Visit www.paradiseroasters.com or call 763-433-0626 for more information.,,"Anoka, Minnesota",Not disclosed,Medium,,2004-06-01,8.0,,8.0,9.0,,https://www.coffeereview.com/review/espresso-classico/,8,50.0,66.0,True,,,,,,189.7,2004-06-01,,,
87.0,Rex Roasting,Original Roast,"Quiet, balanced aroma and flavor: roasted nut, cedar, chocolate, a hint of lemon. Rich, lemony acidity. The mouthfeel is full but a little stolid; simple and bittersweet in the finish.","This blend pairs high-grown Central and South American beans. A member of the Clabber Girl family of businesses, Rex Roasting is an “exhibition style” small-batch artisan roaster focused on producing high-quality specialty coffee. Visit www.rexroasting.com or call 812-478-7264 for more information.",,"Terre Haute, Indiana",Central and South America.,Medium,$13.00/12 ounces,2011-08-01,8.0,8.0,7.0,7.0,7.0,https://www.coffeereview.com/review/original-roast/,,47.0,58.0,False,12.0,ounces,13.0,USD,13.0,226.545,2011-08-01,18.03,0.75,24.04
94.0,Cafe Virtuoso,"Shilcho Ethiopia, Red Cherry Initiative","Juicy but brisk, intricate. Honey, orange, mango, lilac-like flowers, roasted cacao nib in aroma and cup. Rich acidity; smoothly satiny, lively mouthfeel. Flowers and cacao nib in particular saturate a deep, crisply bittersweet finish.","This very small lot of Grade 1 (the highest grade of Ethiopia coffee) from the Shilcho cooperative in the southern Ethiopia Sidama region was produced in response to an initiative dubbed ‘red cherry’ by importer Royal Coffee. Royal has agreed to pay a premium to the cooperative for coffee produced only from carefully picked ripe, or “red cherry” coffee fruit. Processed by the orthodox wet or “washed” method, in which the fruit residue is removed or “washed” from the beans immediately after picking and before drying. This coffee is certified organically grown and Fair Trade certified, meaning it was purchased from small-holding farmers at a “fair” or economically sustainable price. Cafe Virtuoso is a small-batch coffee roaster that strives to procure, roast and deliver the best quality coffee in San Diego. Visit www.cafevirtuoso.com or call 619-550-1830 for more information.",,"San Diego, California","Sidamo (also Sidama) growing region, southern Ethiopia.",Medium,$17.00/12 ounces,2014-12-01,9.0,8.0,9.0,9.0,9.0,https://www.coffeereview.com/review/shilcho-ethiopia-red-cherry-initiative/,,53.0,66.0,False,12.0,ounces,17.0,USD,17.0,234.812,2014-12-01,22.75,0.75,30.33
89.0,Boyd Coffee,"Guatemalan Antigua, 1999","A gently bright coffee, sweet and alive with spice and smoke in the aroma and floral innuendo in the cup. The floral tones linger in the aftertaste. Just enough resonance and depth to maintain authority.","Elegant rather than forceful, this is a superb but somewhat atypical Antigua. Boyd is a large, quality-oriented wholesale roaster founded in 1900.",,"Portland, Oregon",,Medium-Dark,,1999-07-01,7.0,7.0,7.0,8.0,,https://www.coffeereview.com/review/guatemalan-antigua-1999/,,43.0,46.0,False,,,,,,166.7,1999-07-01,,,
93.0,Dory Coffee Roasters,Guatemala-Ethiopia Espresso Blend,"Evaluated as espresso. Bright, floral, sweetly herbaceous. Tangerine zest, lemon verbena, dark chocolate, narcissus-like flowers, sandalwood in aroma and small cup. Crisp, satiny mouthfeel; resonant finish consolidates to narcissus and sandalwood. In cappuccino-scaled milk, this coffee is driven by deep florals and rich aromatic wood notes, with a base of dark chocolate.","This coffee tied for the highest rating in a tasting of “classic” espresso blends from Taiwanese roasters for Coffee Review’s June 2019 report. A blend of washed and natural-processed Ethiopia coffees (Yirgacheffe and Sidamo, respectively) and a washed Guatemala Huehuetenango. Dory Coffee Roasters is a Taipei-based nano-roaster of specialty coffee. For more information, visit https://www.facebook.com/dorycoffee99/.","A “classic” third-wave espresso that presents bittersweet citrus, rich floral and lemony herb notes, all rounded by chocolate throughout.","Taipei, Taiwan",Ethiopia; Guatemala,Medium-Light,NT $400/225 grams,2019-07-01,9.0,,8.0,9.0,8.0,https://www.coffeereview.com/review/guatemala-ethiopia-espresso-blend/,9,56.0,80.0,True,225.0,grams,400.0,TWD,12.92,256.571,2019-07-01,15.82,0.5,31.64
94.0,Utopian Coffee,Costa Rica Tarrazú Tirra,"High-toned, sweetly tart. Guava kefir, hazelnut, dark chocolate, hint of aged grappa, lemon verbena in aroma and cup. Tart-leaning, citrusy acidity; plush, syrupy mouthfeel. Long, enticing, flavor-saturated finish.","Produced by smallholding farmers of CoopeTarrazú Cooperative, from trees of the F1 Hybrid (a cross between Sudan Rume and Villa Sarchi) variety of Arabica, and processed by the natural method (dried in the whole fruit). Utopian Coffee is a specialty roaster based in Fort Wayne, Indiana. Visit www.utopiancoffee.com for more information.",A uniquely composed Costa Rica natural that ranges from tropical-tart kefir-like notes at the top and rich nut tones as a supportive throughline.,"Fort Wayne, Indiana","San Marcos, Tarrazú growing region, Costa Rica",Medium-Light,$24.00/12 ounces,2024-07-01,9.0,8.0,9.0,9.0,9.0,https://www.coffeereview.com/review/costa-rica-tarrazu-tirra/,,58.0,82.0,False,12.0,ounces,24.0,USD,24.0,,2024-07-01,24.0,0.75,32.0
95.0,Bird Rock Coffee Roasters,El Salvador Finca Kilimanjaro,"High-toned, richly sweet. Strawberry guava, roasted cacao nib, lime zest, jasmine, almond in aroma and cup. Sweetly-tart structure with juicy, balanced acidity; plush, syrupy mouthfeel. The finish is long and resonant, with lime zest and strawberry guava in the short, rounding to cocoa-toned jasmine in the deeply sweet long.","This exceptional coffee was selected as the No. 16 coffee on Coffee Review’s list of the Top 30 Coffees of 2017, and it tied for the second-highest rating in a tasting of holiday coffees for Coffee Review‘s December 2017 tasting report. Finca Kilimanjaro is an El Salvador farm named after East Africa’s highest peak by Aida Batlle, one of El Salvador’s (and Central America’s) most respected and innovative coffee producers. Finca Kilimanjaro is planted with the famous SL28 variety of Arabica, the variety that produces the finest coffees of Kenya. This a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Based in the San Diego area, Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title from Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.","A graceful, generously fruit- and floral-toned El Salvador cup with an exceptionally balanced structure and juicy acidity.","San Diego, California","Santa Ana Department, El Salvador",Medium-Light,$25.00/12 ounces,2017-12-01,9.0,9.0,9.0,9.0,9.0,https://www.coffeereview.com/review/el-salvador-finca-kilimanjaro-washed/,,56.0,80.0,False,12.0,ounces,25.0,USD,25.0,246.524,2017-12-01,31.86,0.75,42.48
94.0,Normandy Coffee Thai Cuisine,Ethiopian Guji Ana Sora Alcoholic Natural G1,"Winy and fruit-toned. Wine barrel, cherry pie, sandalwood, agave syrup, gardenia in aroma and cup. Sweetly tart with citrusy acidity; plush, syrupy mouthfeel. The finish is crisp, tannic, and fruity-floral.",Guji is nestled next to Ethiopia's better-known Yirgacheffe and Sidamo growing regions. This is a “natural” or dry-processed coffee (dried in the whole fruit). Normandy Coffee is a Kaohsiung-based in-house micro-roaster that serves Thai cuisine in its coffee shop. Visit https://m.facebook.com/normandycoffee/ for more information.,"A perfumy, intentionally fermenty natural-processed Ethiopia with forward alcohol notes and deep florals, balanced by tart stone fruit notes.","Kaohsiung City, Taiwan","Guji Zone, southern Ethiopia",Medium-Light,NT $300/8 ounces,2021-01-01,9.0,9.0,9.0,9.0,8.0,https://www.coffeereview.com/review/ethiopian-guji-ana-sora-alcoholic-natural-g1/,,60.0,80.0,False,8.0,ounces,300.0,TWD,10.69,261.582,2021-01-01,12.84,0.5,25.68
94.0,Willoughby's Coffee & Tea,Ethiopia Hambela Natural Organic,"Balanced, fruit-toned, deeply sweet. Mulberry, wine barrel, dark chocolate, sandalwood, freesia in aroma and cup. Sweet-tart structure with wine-like acidity; satiny-smooth mouthfeel. The finish leads with mulberry and dark chocolate, supported by spice-toned aromatic wood and freesia-like flowers.","This coffee tied for the second-highest rating in a cupping of coffees from New England roasters for Coffee Review’s February 2019 tasting report. Southern Ethiopia produces distinctive coffees from traditional, largely indigenous varieties of Arabica long grown in the region. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Certified organic. Willoughby’s Coffee & Tea is a pioneer specialty coffee roaster established in the early 1980s that has gracefully and successfully moved with the times and now offers a menu of extremely refined small-lot, single-origin coffees. Visit www.willoughbyscoffee.com or call 800-388-8400 for more information.","A spice-driven, fruit-forward natural-processed Ethiopia cup: rich, resonant, clean, deep.","Branford, Connecticut","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,$19.99/16 ounces,2019-02-01,9.0,9.0,9.0,9.0,8.0,https://www.coffeereview.com/review/ethiopia-hambela-natural-organic/,,52.0,76.0,False,16.0,ounces,19.99,USD,19.99,252.776,2019-02-01,24.85,1.0,24.85
92.0,RamsHead Coffee Roasters,Kenya Teremuka AB,"Balanced, deeply sweet-savory. Red currant, maple syrup, almond brittle, lime zest, cedar in aroma and cup. Sweet-toned structure with savory acidity; crisp, satiny mouthfeel. Sweet, inviting finish with notes of maple syrup and almond brittle.","Produced by smallholding farmers of Teremuka Estate from trees of the SL34, SL28 and Ruiru 11 varieties of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed before drying). RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com.","Classic savory-tart currant notes, supported by almond and citrus zest, characterize this solid Kenya cup.","Bozeman, Montana","Nakuru County, Kenya",Medium-Light,$19.00/12 ounces,2023-01-01,9.0,8.0,8.0,9.0,8.0,https://www.coffeereview.com/review/kenya-teremuka-ab/,,58.0,77.0,False,12.0,ounces,19.0,USD,19.0,299.17,2023-01-01,19.95,0.75,26.6
93.0,Caffe Luxxe,Ethiopia Konga Kebele,"Deeply and richly sweet. Jasmine, hazelnut butter, sandalwood, peach, buttery chocolate in aroma and cup. Crisply sweet acidity; velvety-smooth mouthfeel. The finish is thoroughly chocolaty, with detours into peach in the short finish and sandalwood in the clean, resonant long.","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. Yirgacheffe coffees like this one processed by the wet or washed method (fruit skin and pulp are removed before drying) typically express great aromatic complexity and intensity with a particular emphasis on floral notes. Like virtually all Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Caffè Luxxe is an Italian-inflected artisan roaster and retailer that emphasizes both its coffee knowledge and precision and its straightforward lack of pretension. Visit www.caffeluxxe.com or call 310-394-2222 for more information.","A pretty Yirgacheffe cup that is simultaneously crisp and lush, floral and chocolaty.","Santa Monica, California","Yirgacheffe growing region, southern Ethiopia",Medium,$19.00/12 ounces,2016-08-01,9.0,8.0,8.0,9.0,8.0,https://www.coffeereview.com/review/ethiopia-konga-kebele/,,52.0,65.0,False,12.0,ounces,19.0,USD,19.0,240.849,2016-08-01,24.78,0.75,33.04
