rating,roaster,title,blind_assessment,notes,bottom_line,roaster location,coffee origin,roast level,agtron,est. price,review date,aroma,acidity,body,flavor,aftertaste,url,sitemap_lastmod,acidity/structure,with milk,processing method,variety,harvested,lot size,lot # or id,seller,estimated price
86,Caffe Fresco,"Kilimanjaro Peaberry, Full City","Richly and deeply roasty in the aroma with some fruit complication - fresh plum perhaps. The roast gently dominates in the cup, bittersweet, with undercurrents of fresh plum and hints of chocolate and flowers. Richly roasty in the short finish, slightly astringent in the long.","Peaberries result when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. At some point early in the history of American specialty coffee peaberry became closely associated with Tanzania, to the point that almost all Tanzania coffee offered in the United States is now peaberry grade. Caffe Fresco is a small-batch specialty roaster whose motto is ""Passion, purity, people."" Visit www.doubleff.com or call 570-262-5760 for more information.",,"Pittston, Pennsylvania","Tanzania, probably the Mt. Kilimanjaro region in the north",Dark,39/47,,February 2005,7,7,7,7,7,https://www.coffeereview.com/review/kilimanjaro-peaberry-full-city/,2014-10-02,,,,,,,,,
90,Vascobelo,Le Roi Espresso,"Evaluated as espresso. Sweetly and roundly brisk. Blood orange, baking chocolate, walnut, cedar, a hint of sweet, wisteria-like flowers in aroma and small cup. Velvety mouthfeel; chocolate and the floral hint come forward in a balanced finish. In three parts milk, a cedary chocolate pleasingly dominates.","Vascobelo is an Antwerp, Belgium-based coffee roaster with cafes and kiosks in both Belgium and the Netherlands that also retails its coffees on the website www.vascobelo.be.","A quietly balanced espresso: crisp, sweet, driven by dry chocolate and bittersweet orange.","Antwerp, Belgium",Brazil; Costa Rica; Zambia; Java; Rwanda,Medium-Dark,51/64,€29.95/1 kilo (35.3 ounces),February 2020,8,,8,8,8,https://www.coffeereview.com/review/le-roi-espresso/,2020-03-03,,8,,,,,,,
93,GreenAlives,Ethiopia Yirgacheffe Dry Process,"Sweet, deep, complexly fruit-toned. Tangerine, plum, fresh tobacco, hints of brandy and lily in aroma and cup. Round, resonant acidity; full, syrupy mouthfeel. Flavor consolidates in a sweet, cleanly brandy-toned finish.","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Like virtually all Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. GreenAlives is a small-batch roasting company located in the Taishan District of New Taipei City, Taiwan that pursues quality in every act of coffee production from green coffee selection through storage, roasting and educating customers in optimum brewing practice. Visit www.greenalives.com or call +886-0921-884-579 for more information.",,"New Taipei City, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,59/88,NT $350/8 ounces,February 2016,9,8,9,9,8,https://www.coffeereview.com/review/ethiopia-yirgacheffe-dry-process/,2016-02-02,,,,,,,,,
93,Utopian Coffee,Ethiopia Arbegona Yaye,"Floral and citrus-forward. Orange blossom, apricot, bergamot zest, cocoa powder, and cedar in aroma and cup. Lively, high-toned acidity; smooth, silky mouthfeel. The finish lingers quietly, emphasizing citrus lift and restrained cocoa sweetness.","Produced by smallholding farmers, from trees of the 74110 and 74158 varieties of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). Utopian Coffee is a specialty roaster based in Fort Wayne, Indiana. Visit www.utopiancoffee.com for more information.","An elegant, washed Sidama that highlights varietal clarity and poise, pairing bright florals and citrus with a composed, quietly elegant structure.","Fort Wayne, Indiana","Cherico, Arbegona, Sidama growing region, southern Ethiopia",Medium,58/77,$24.00/10.9 ounces,January 2026,9,,8,9,8,https://www.coffeereview.com/review/ethiopia-arbegona-yaye/,2026-01-16,9,,,,,,,,
93,Temple Coffee,Colombia Nariño Single-Origin Espresso,"Evaluated as espresso. Richly chocolaty, deep-toned. Dark chocolate, graham cracker, almond butter, cedar, tangerine zest in aroma and small cup. Very smooth, viscous mouthfeel; crisply chocolaty, nut-toned finish. In cappuccino-scaled milk, dark chocolate is further amplified to an almost dessert-like intensity.","Produced by smallholding farmers, from trees of the Castillo and Caturra varieties of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed before beans are dried). Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features selections from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.","A very chocolaty Colombia roasted for espresso applications, with rich sweetness and aromatic cedar notes in both straight shot and milk.","Sacramento, California","Nariño Department, Colombia",Medium-Dark,52/68,$24.00/12 ounces,July 2023,9,,8,9,8,https://www.coffeereview.com/review/colombia-narino-single-origin-espresso/,2023-07-10,,9,,,,,,,
84,The Supreme Bean,Tanzania Zanzibar Peaberry,"Smoothly pungent, roasty presentation. Cedar, prune and raisin notes contribute to a pleasingly complex aroma, but the roast dominates the aromatics in the cup, relieved mainly by subtle but distinct floral top notes. Astringent though rich in the short finish, floral-toned in the long.","Peaberries result when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. At some point early in the history of American specialty coffee peaberry became closely associated with Tanzania, to the point that almost all Tanzania coffee offered in the United States is now peaberry grade. The Supreme Bean, a Los Angeles-area wholesale roaster, specializes in high-end roasted-to-order espresso blends and single origins. Visit www.thesupremebean.com or call 888-288-5282 for more info.",,"North Hollywood, California","Tanzania, probably the Mt. Kilimanjaro region in the north",Very Dark,35/45,,February 2005,8,,7,7,7,https://www.coffeereview.com/review/tanzania-zanzibar-peaberry/,2014-10-02,,,,,,,,,
91,DanCeing Coffee,DanCeing Blend,"Softly crisp, round, resonant. Honey, rose, blackberry, hazelnut in aroma and cup. Sweetly brisk, berry-toned acidity; lightly syrupy mouthfeel. Berry notes carry into a sweet, quietly rich finish.","A blend of coffee beans from Tanzania and Honduras. DanCeing Coffee was named after two Chinese words, “鼎新” (""Dan-Ceing”), after a former prison factory in Ping-Tung County, located in southern Taiwan, in which the roastery is housed. For more information, call 886-8-7785635, jjmail@mail.moj.gov.tw or visit www.shop.moj.gov.tw.",,"Ping-Tung County, Taiwan","Tanzania, Honduras",Medium-Light,58/84,NT $250/8 ounces,February 2016,8,8,8,9,8,https://www.coffeereview.com/review/danceing-blend/,2016-02-02,,,,,,,,,
90,Stockton Graham & Co,Tanzanian AA Mt. Meru,"The dry, crisply pungent berry character we call black currant gently dominates throughout the profile. In the aroma it takes on a light-red-wine-like character, while in the cup it is enveloped in a quiet background sweetness. Soft acidity, delicate body, simple finish.","AA is the highest grade of Tanzania coffee based on largest bean size and fewest visually imperfect beans. Mt. Meru is in northern Tanzania, near the border with Kenya, the next mountain south from Mt. Kilimanjaro. Coffee from the region is often marketed under the name of the main town in the region, Arusha. Stockton Graham & Co is a wholesale specialty beverage and accessory supply company (""Global Beverage Experiences"") that puts particular emphasis on fine coffee. Visit www.stocktongraham.com or call 800-835-5943 for more information.",,"Raleigh, North Carolina","Mt. Meru region, Northern Tanzania",Medium,52/70,,June 2007,8,7,7,9,7,https://www.coffeereview.com/review/tanzanian-aa-mt-meru/,2020-03-05,,,,,,,,,
94,Buon Caffe,Colombia Huila Charlotte Geisha Washed,"Delicately floral, richly aromatic. Wisteria, apricot, honey, amber, black tea in aroma and cup. Gently bright acidity; plush, syrupy mouthfeel. Finish centers around notes of amber and honey.","Produced by smallholding farmers, entirely of the Geisha variety of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed before beans are dried). Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information.",A perfumy but delicate Colombia Geisha with a floral throughline and bright stone fruit notes.,"Taipei, Taiwan","Huila Department, Colombia",Medium-Light,65/79,NT $450/8 ounces,July 2023,9,,9,9,8,https://www.coffeereview.com/review/colombia-huila-charlotte-geisha-washed/,2023-07-10,9,,,,,,,,
91,Colombian Gourmet Products,Cafe Quindio Gourmet Colombian,"Complex but balanced. The acidity is sweet and winy, the body medium but round in mouthfeel, the general impression delicate but rich. Milk chocolate, fruit (lemon, apricot, papaya) and a slight cedar pungency run through the profile from aroma to the pleasingly light-footed finish.","This impressive Colombia coffee offers an opportunity to buy a coffee that, like wines, has been nurtured from tree to package entirely at origin, in this case Quindio State, one of the classic growing regions of Colombia. Visit www.cafequindio.com for more information.",,"Armenia, Colombia","Armenia growing region, Quindio Department, Colombia",Dark,47/53,,January 2005,8,8,8,8,8,https://www.coffeereview.com/review/cafe-quindio-gourmet-colombian/,2014-10-02,,,,,,,,,
94,1980 Cafe,Nakuru Plumoir Single-Variety SL 34 AA Top,"Vivid and classically structured. Black currant, red plum, pink grapefruit zest, violet, and cocoa nib in aroma and cup. Energetic, high-definition acidity; full, satiny-smooth mouthfeel. The finish leads with dark fruit and floral tones with a cocoa nib undercurrent.","Produced by smallholding farmers, entirely of the SL34 variety of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). 1980 Cafe is a Tainan City, Taiwan-based specialty coffee roaster. Visit www.1980cafetw.com for more information.","A finely articulated SL34 that showcases Kenya’s hallmark fruit intensity with precision and balance, offering both brightness and complexity.","Tainan, Taiwan","Nakura growing region, Kenya",Medium-Light,62/87,NT 590/8 ounces,January 2026,9,,9,9,8,https://www.coffeereview.com/review/nakuru-plumoir-single-variety-sl-34-aa-top/,2026-01-17,9,,,,,,,,
87,Jesus Mountain Estate,Nicaragua Bourbon,"Deep, rich, quietly complex aroma, with hints of cherry-toned fruit, chocolate, and leather. Loses its smile and turns quite serious in the cup, with a fullish body and powerful but sweet acidity. Once past the aroma, little nuance.","This coffee, named for the Serro de Jesus mountain overlooking the farm, is produced entirely from trees of the classic Bourbon variety of Arabica. An interesting story, Jesus Mountain Estate is a venture operated by three American friends, one of whom oversees the farm in Nicaragua while the other two operate a coffee shop and roastery in Stockton, California. Visit www.jesusmountaincoffee.com or call 209-823-3121 for more information.",,"Stockton, California","Segovia growing region, Nicaragua",Medium,56/69,,August 2004,8,7,8,7,,https://www.coffeereview.com/review/nicaragua-bourbon/,2020-03-05,,,,,,,,,
84,Tully's Coffee,Breakfast Blend (K-Cup),"(As brewed in a Keurig B70 Platinum single-serve brewing device using a ""K-Cup"" capsule to produce 6-ounce serving): Pungent aromatic wood and prune-toned fruit with a hint of orangy citrus in aroma and cup. Roast-muted acidity; slightly rough mouthfeel; bittersweet finish.","Reviewed in K-cup format for Keurig single-serve brewers. Keurig brewing devices were among the first single-serve brewers on the market, starting in the mid 1990's with office models and now offered in several home models with a variety of features and price points. This blend is considerably darker roasted than typical coffees labeled breakfast blends. Tully's is a large quality-oriented specialty roasting company and café chain based in the Seattle area. Visit www.tullys.com or call 800-968-8559 for more information.",,"Seattle, Washington",Not disclosed.,Very Dark,0/38,$15.45/24 K-Cups,April 2011,7,6,7,7,7,https://www.coffeereview.com/review/breakfast-blend-k-cup-5/,2016-02-03,,,,,,,,,
